id,station_code,name,kana,latitude,longitude,is_mission_set,created_at,updated_at,event_type_code,english_name
550,METRO_V1_FUNABORI,船堀,ふなぼり,35.683732,139.864333,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Funabori
551,METRO_V1_HEIWADAI,平和台,へいわだい,35.757863,139.653762,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Heiwadai
552,METRO_V1_HONANCHO,方南町,ほうなんちょう,35.683496,139.656498,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Honancho
553,METRO_V1_HONGO-SANCHOME,本郷三丁目,ほんごうさんちょうめ,35.70744156,139.7604488,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hongo-sanchome
554,METRO_V1_HON-KOMAGOME,本駒込,ほんこまごめ,35.724155,139.753828,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hon-komagome
555,METRO_V1_HONJO-AZUMABASHI,本所吾妻橋,ほんじょあずまばし,35.70858,139.804624,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Honjo-azumabashi
556,METRO_V1_MAGOME,馬込,まごめ,35.596435,139.711772,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Magome
557,METRO_V1_MACHIYA,町屋,まちや,35.742268,139.781435,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Machiya
558,METRO_V1_MIZUE,瑞江,みずえ,35.693318,139.89761,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Mizue
559,METRO_V1_MITA,三田,みた,35.64818,139.748775,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Mita
560,METRO_V1_MITSUKOSHIMAE,三越前,みつこしまえ,35.684888,139.773161,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Mitsukoshimae
561,METRO_V1_MINAMI-ASAGAYA,南阿佐ケ谷,みなみあさがや,35.699624,139.63576,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Minami-asagaya
562,METRO_V1_MINAMI-GYOTOKU,南行徳,みなみぎょうとく,35.672687,139.902311,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Minami-gyotoku
563,METRO_V1_MINAMI-SUNAMACHI,南砂町,みなみすなまち,35.668796,139.83065,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Minami-sunamachi
564,METRO_V1_MINAMI-SENJU,南千住,みなみせんじゅ,35.733336,139.799171,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Minami-senju
565,METRO_V1_MINOWA,三ノ輪,みのわ,35.729528,139.79133,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Minowa
566,METRO_V1_MYOGADANI,茗荷谷,みょうがだに,35.717305,139.736734,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Myogadani
567,METRO_V1_MYODEN,妙典,みょうでん,35.691613,139.925017,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Myoden
568,METRO_V1_MEIJI-JINGUMAE,明治神宮前〈原宿〉,めいじじんぐうまえ〈はらじゅく〉,35.669071,139.703995,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Meiji-jingumae〈Harajuku〉
569,METRO_V1_MEGURO,目黒,めぐろ,35.633998,139.715828,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Meguro
570,METRO_V1_MOTOHASUNUMA,本蓮沼,もとはすぬま,35.768782,139.702324,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Motohasunuma
571,METRO_V1_MOTOYAWATA,本八幡,もとやわた,35.72277745,139.9265144,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Motoyawata
572,METRO_V1_MORISHITA,森下,もりした,35.68800786,139.7981729,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Morishita
573,METRO_V1_MONZEN-NAKACHO,門前仲町,もんぜんなかちょう,35.67246748,139.7947264,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Monzen-nakacho
574,METRO_V1_YURAKUCHO,有楽町,ゆうらくちょう,35.675069,139.763328,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yurakucho
575,METRO_V1_YUSHIMA,湯島,ゆしま,35.708243,139.769916,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yushima
576,METRO_V1_YOTSUYA,四ツ谷,よつや,35.686014,139.730667,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yotsuya
577,METRO_V1_YOTSUYA-SANCHOME,四谷三丁目,よつやさんちょうめ,35.687958,139.720103,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yotsuya-sanchome
578,METRO_V1_YOYOGI,代々木,よよぎ,35.68304384,139.7020716,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yoyogi
579,METRO_V1_YOYOGI-UEHARA,代々木上原,よよぎうえはら,35.669062,139.679678,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yoyogi-uehara
580,METRO_V1_YOYOGI-KOEN,代々木公園,よよぎこうえん,35.668954,139.691318,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Yoyogi-koen
581,METRO_V1_RYOGOKU,両国,りょうごく,35.69661868,139.7973666,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ryogoku
582,METRO_V1_ROPPONGI,六本木,ろっぽんぎ,35.6639902,139.7314148,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Roppongi
583,METRO_V1_ROPPONGI-ITCHOME,六本木一丁目,ろっぽんぎいっちょうめ,35.665595,139.739,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Roppongi-itchome
584,METRO_V1_WAKAMATSU-KAWADA,若松河田,わかまつかわだ,35.699218,139.718184,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Wakamatsu-kawada
585,METRO_V1_WAKOSHI,和光市,わこうし,35.788515,139.612343,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Wakoshi
586,METRO_V1_WASEDA,早稲田,わせだ,35.705723,139.721319,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Waseda
